Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Actual,Predicted
Clayton,1/76 Scotsburn Av,3,u,S,Buxton,16/09/2017,16.7,3168.0,3.0,1.0,2.0,340.0,100.0,1955.0,,-37.92559,145.10804,South-Eastern Metropolitan,5837.0,810000.0,860269.734375
Murrumbeena,2/11 Howe St,2,u,S,Buxton,6/08/2016,12.1,3163.0,2.0,1.0,1.0,161.0,89.0,1980.0,Glen Eira,-37.8955,145.07299999999995,Southern Metropolitan,4442.0,740000.0,598792.3125
Newport,36 Davies St,3,h,S,Greg,24/06/2017,6.2,3015.0,3.0,1.0,1.0,343.0,,,Hobsons Bay,-37.84502,144.88612,Western Metropolitan,5498.0,1250000.0,1153444.59375
Altona North,16 Beevers St,3,h,S,Sweeney,19/11/2016,11.1,3025.0,3.0,1.0,3.0,551.0,,,Hobsons Bay,-37.8254,144.8514,Western Metropolitan,5132.0,680000.0,856894.078125
Ashburton,43 Fakenham Rd,4,h,S,J,3/06/2017,10.2,3147.0,4.0,2.0,2.0,682.0,,,Boroondara,-37.8621,145.08588,Southern Metropolitan,3052.0,1800000.0,1861180.125
Hadfield,1/32 Sutherland St,3,h,S,Raine,12/11/2016,12.1,3046.0,3.0,2.0,3.0,230.0,113.0,2000.0,Moreland,-37.7073,144.9486,Northern Metropolitan,2606.0,545000.0,540134.078125
Williamstown,2/29 Dover Rd,1,u,SP,Williams,29/07/2017,6.8,3016.0,1.0,1.0,1.0,0.0,35.64,1967.0,Hobsons Bay,-37.85588,144.89936,Western Metropolitan,6380.0,385000.0,369425.66015625
Taylors Lakes,2 Yanchep Ct,3,h,S,Brad,23/09/2017,15.5,3038.0,3.0,2.0,2.0,657.0,,,,-37.71176,144.80271000000005,Western Metropolitan,5336.0,600000.0,697463.03125
Pascoe Vale,115 Derby St,4,h,S,Nelson,8/04/2017,9.9,3044.0,4.0,1.0,1.0,593.0,131.0,1970.0,Moreland,-37.7278,144.9463,Northern Metropolitan,7485.0,800000.0,813694.9921875
Preston,191 Tyler St,3,h,SP,Ray,4/06/2016,8.8,3072.0,3.0,1.0,2.0,563.0,180.0,1918.0,Darebin,-37.7318,145.0192,Northern Metropolitan,14577.0,950000.0,1033385.5
Bentleigh East,13 Brooks St,4,t,S,Woodards,10/12/2016,13.9,3165.0,4.0,3.0,1.0,313.0,166.0,1960.0,Glen Eira,-37.9164,145.0765,Southern Metropolitan,10969.0,1060000.0,1080613.0
Heidelberg West,163 Dougharty Rd,2,h,S,hockingstuart,16/07/2016,9.4,3081.0,2.0,1.0,1.0,368.0,81.0,1955.0,Banyule,-37.7341,145.0434,Eastern Metropolitan,2674.0,440500.0,485375.5078125
Brunswick,64 Henkel St,3,h,S,Nelson,19/11/2016,5.2,3056.0,3.0,2.0,1.0,194.0,,,Moreland,-37.7653,144.9567,Northern Metropolitan,11918.0,990000.0,977499.96875
Altona,2/119 Railway St N,3,u,S,Barlow,25/02/2017,13.8,3018.0,3.0,1.0,2.0,181.0,,,Hobsons Bay,-37.8659,144.822,Western Metropolitan,5301.0,605000.0,627759.2890625
Gardenvale,7/32 Gardenia Rd,2,u,S,Biggin,18/06/2016,9.8,3185.0,2.0,1.0,1.0,0.0,75.0,,Glen Eira,-37.8971,145.0093,Southern Metropolitan,534.0,440000.0,445099.09375
Mount Waverley,1 Kingswood Av,3,h,SP,Buxton,8/07/2017,14.2,3149.0,3.0,2.0,3.0,650.0,,,Monash,-37.89469,145.12363,Eastern Metropolitan,13366.0,1150000.0,1347652.484375
Middle Park,50 Park Rd,2,h,S,Marshall,14/05/2016,4.1,3206.0,3.0,1.0,0.0,98.0,,,Port Phillip,-37.8541,144.9665,Southern Metropolitan,2019.0,1515000.0,1455686.671875
Balaclava,41 Marlborough St,3,h,S,Buxton,27/06/2016,6.6,3183.0,3.0,1.0,1.0,157.0,,1928.0,Port Phillip,-37.8696,144.9925,Southern Metropolitan,2952.0,1080000.0,1166037.234375
Burwood,2/17 Montpellier Rd,3,u,PI,Noel,18/06/2016,11.7,3125.0,3.0,1.0,1.0,217.0,,,Monash,-37.8562,145.1075,Southern Metropolitan,5678.0,640000.0,711508.921875
North Melbourne,363 Dryburgh St,4,h,S,Jellis,27/05/2017,1.8,3051.0,4.0,2.0,0.0,149.0,,,Melbourne,-37.79722,144.94423999999995,Northern Metropolitan,6821.0,1746000.0,1862745.875
Murrumbeena,4/178 Murrumbeena Rd,3,t,S,Buxton,13/08/2016,12.1,3163.0,3.0,2.0,2.0,0.0,,2009.0,Glen Eira,-37.8969,145.0654,Southern Metropolitan,4442.0,785000.0,898650.28125
Williamstown,73 Victoria St,4,h,PI,Sweeney,8/10/2016,8.0,3016.0,4.0,3.0,2.0,321.0,287.0,,Hobsons Bay,-37.8623,144.8884,Western Metropolitan,6380.0,1815000.0,1827924.59375
Glen Waverley,1/8 Short St,2,u,S,Ray,3/06/2017,16.7,3150.0,2.0,1.0,1.0,258.0,106.0,1980.0,Monash,-37.88245,145.15982,Eastern Metropolitan,15321.0,1100000.0,1063164.1015625
Ashwood,58 Ashwood Dr,3,h,S,Jellis,15/10/2016,12.2,3147.0,3.0,2.0,3.0,782.0,215.0,1950.0,Monash,-37.8621,145.1021,Southern Metropolitan,2894.0,1631000.0,1720778.046875
Collingwood,8/79 Oxford St,3,u,S,Jellis,22/08/2016,1.6,3066.0,2.0,2.0,2.0,0.0,159.0,1920.0,Yarra,-37.8042,144.9845,Northern Metropolitan,4553.0,1500000.0,1513203.875
Carlton North,462 Canning St,3,h,S,Nelson,16/07/2016,3.2,3054.0,3.0,2.0,1.0,163.0,135.0,,Yarra,-37.786,144.9751,Northern Metropolitan,3106.0,1955000.0,1840949.34375
Reservoir,1/118 Rathcown Rd,2,u,SP,Barry,15/07/2017,12.0,3073.0,2.0,1.0,2.0,230.0,69.0,2015.0,Darebin,-37.709,145.02014,Northern Metropolitan,21650.0,502000.0,602477.01953125
Moonee Ponds,59 Scott St,3,h,SP,Nelson,14/05/2016,6.9,3039.0,3.0,2.0,2.0,478.0,,,Moonee Valley,-37.7615,144.9076,Western Metropolitan,6232.0,1145000.0,1137978.765625
Kew,21 Princess St,4,h,S,Jellis,27/06/2016,5.6,3101.0,4.0,2.0,3.0,709.0,,,Boroondara,-37.8065,145.0287,Southern Metropolitan,10331.0,1725000.0,1953916.21875
Balwyn North,64 Greythorn Rd,5,h,S,Fletchers,15/10/2016,9.2,3104.0,5.0,2.0,2.0,1002.0,244.0,1950.0,Boroondara,-37.796,145.0984,Southern Metropolitan,7809.0,2000000.0,2017439.625
Beaumaris,2/37 Bonanza Rd,3,t,PI,Thomson,29/07/2017,17.3,3193.0,3.0,2.0,2.0,243.0,,,Bayside,-37.98214,145.05175,Southern Metropolitan,5366.0,900000.0,1015480.5625
Templestowe Lower,30 John St,5,h,PI,hockingstuart,1/07/2017,12.4,3107.0,5.0,4.0,2.0,968.0,353.0,1970.0,Manningham,-37.77083,145.11516,Eastern Metropolitan,5420.0,1705000.0,1735081.765625
Kew,29 Denmark St,3,h,SP,Biggin,27/05/2017,5.4,3101.0,3.0,1.0,2.0,257.0,,1920.0,Boroondara,-37.81176,145.02807,Southern Metropolitan,10331.0,1300000.0,1393388.15625
Prahran,409/10 Hillingdon Pl,2,u,S,Beller,17/06/2017,4.6,3181.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.85127,144.99434,Southern Metropolitan,7717.0,735000.0,658274.265625
Brunswick,6/305 Albion St,1,u,S,Walshe,15/10/2016,5.2,3056.0,1.0,1.0,1.0,0.0,51.0,1970.0,Moreland,-37.7597,144.9548,Northern Metropolitan,11918.0,279500.0,381767.6328125
Kew,8 Bradford Av,4,h,S,RT,3/09/2017,5.4,3101.0,4.0,2.0,2.0,838.0,,,,-37.80894,145.05853000000005,Southern Metropolitan,10331.0,3060000.0,2620423.125
Braybrook,35 Carlton St,3,h,S,Biggin,29/07/2017,8.6,3019.0,3.0,1.0,2.0,591.0,,,Maribyrnong,-37.78062,144.84803,Western Metropolitan,3589.0,800000.0,811804.9140625
Craigieburn,66 Willmott Dr,3,h,S,Ray,29/07/2017,20.6,3064.0,3.0,1.0,1.0,301.0,109.0,2001.0,Hume,-37.58739,144.92619,Northern Metropolitan,15510.0,390000.0,368698.64453125
Northcote,16 Thomson St,2,h,S,Jellis,27/05/2017,5.3,3070.0,2.0,1.0,1.0,234.0,,1900.0,Darebin,-37.78015,145.00777,Northern Metropolitan,11364.0,1260000.0,1261958.453125
Croydon,57A Binbrook Dr,3,h,SP,Fletchers,12/08/2017,23.0,3136.0,3.0,2.0,2.0,269.0,150.0,2007.0,Maroondah,-37.78499,145.2647,Eastern Metropolitan,11925.0,730000.0,737200.6875
Hawthorn,5/70 Power St,2,u,S,Jellis,25/02/2017,4.6,3122.0,2.0,1.0,1.0,82.0,,,Boroondara,-37.81800000000001,145.0268,Southern Metropolitan,11308.0,690000.0,753171.3984375
Coburg,109 Moreland Rd,3,h,S,Nicholson,8/10/2016,7.8,3058.0,2.0,1.0,1.0,374.0,118.0,1910.0,Moreland,-37.7561,144.9715,Northern Metropolitan,11204.0,825000.0,834196.203125
Balwyn North,43 Helston St,4,h,PI,hockingstuart,27/06/2016,9.2,3104.0,4.0,2.0,2.0,701.0,198.0,1960.0,Boroondara,-37.7839,145.0954,Southern Metropolitan,7809.0,1530000.0,1569071.34375
Keilor Park,5/8 Swan St,2,t,S,Nelson,10/09/2016,14.5,3042.0,2.0,1.0,1.0,161.0,100.0,2010.0,Brimbank,-37.7251,144.8621,Western Metropolitan,1119.0,380000.0,456859.52734375
Surrey Hills,3/700 Canterbury Rd,2,u,S,Ham,6/05/2017,11.2,3127.0,2.0,1.0,2.0,119.0,,,Whitehorse,-37.8271,145.1032,Southern Metropolitan,5457.0,682000.0,707515.25
Ivanhoe,4/75 Green St,2,t,S,Miles,22/07/2017,7.8,3079.0,2.0,1.0,2.0,229.0,113.0,2005.0,Banyule,-37.7651,145.03452,Eastern Metropolitan,5549.0,880000.0,840842.421875
Bentleigh,5/9 Whitmuir Rd,2,u,S,Buxton,28/08/2016,13.0,3204.0,2.0,1.0,1.0,0.0,,1960.0,Glen Eira,-37.9159,145.0285,Southern Metropolitan,6795.0,503000.0,536285.6484375
South Yarra,9/18 Kensington Rd,2,u,S,Biggin,15/10/2016,3.3,3141.0,2.0,1.0,1.0,2122.0,64.0,1960.0,Stonnington,-37.8383,145.0014,Southern Metropolitan,14887.0,693000.0,650726.921875
Wheelers Hill,9 Mill Ct,4,h,PI,Rounds,27/05/2017,16.7,3150.0,4.0,3.0,3.0,858.0,,,Monash,-37.91874,145.19156999999996,South-Eastern Metropolitan,7392.0,1200000.0,1211946.1875
Port Melbourne,2/79 Pickles St,1,u,S,Chisholm,27/05/2017,3.5,3207.0,1.0,1.0,1.0,0.0,,2000.0,Port Phillip,-37.84237,144.94486,Southern Metropolitan,8648.0,545000.0,546977.60546875
Hallam,39 Alexander St,3,h,S,REMAX,16/09/2017,32.3,3803.0,3.0,1.0,3.0,819.0,,,,-38.00377,145.26161000000005,South-Eastern Metropolitan,3728.0,661000.0,748515.484375
Murrumbeena,537 Neerim Rd,4,h,S,hockingstuart,4/03/2017,12.1,3163.0,4.0,2.0,1.0,650.0,,1935.0,Glen Eira,-37.8918,145.0769,Southern Metropolitan,4442.0,1500000.0,1445509.859375
Preston,91 Plenty Rd,3,h,PI,hockingstuart,28/05/2016,8.8,3072.0,3.0,1.0,2.0,207.0,,1910.0,Darebin,-37.7486,145.0039,Northern Metropolitan,14577.0,800000.0,812735.4296875
Windsor,4/12 Ellesmere Rd,2,u,S,Fletchers,7/05/2016,5.1,3181.0,2.0,1.0,1.0,0.0,92.0,1930.0,Port Phillip,-37.8577,145.0002,Southern Metropolitan,4380.0,800000.0,818611.625
Hawthorn East,536 Barkers Rd,3,h,VB,Jellis,17/06/2017,6.2,3123.0,3.0,1.0,2.0,616.0,,1920.0,Boroondara,-37.81724000000001,145.05688,Southern Metropolitan,6482.0,2225000.0,2002275.53125
Murrumbeena,8/145 Murrumbeena Rd,2,u,PI,Woodards,28/08/2016,12.1,3163.0,2.0,1.0,1.0,0.0,,1970.0,Glen Eira,-37.8941,145.0655,Southern Metropolitan,4442.0,435000.0,439991.078125
Cheltenham,1 Dewrang St,3,h,SA,Hodges,27/05/2017,17.9,3192.0,3.0,1.0,2.0,532.0,,,Kingston,-37.95746,145.06706,Southern Metropolitan,9758.0,1010000.0,1032266.328125
Bentleigh East,26 Boronia St,2,h,S,hockingstuart,10/09/2016,13.9,3165.0,3.0,1.0,1.0,597.0,,,Glen Eira,-37.9126,145.0776,Southern Metropolitan,10969.0,1010000.0,955158.21875
Kings Park,12 Tanglewood St,3,h,SP,YPA,1/07/2017,14.0,3021.0,3.0,1.0,1.0,532.0,112.0,1975.0,Brimbank,-37.731,144.77387,Western Metropolitan,2878.0,530000.0,516796.73046875
Melton South,24 Brennan St,3,h,S,hockingstuart,17/06/2017,29.8,3338.0,3.0,1.0,3.0,603.0,,,Melton,-37.70478,144.57211,Western Victoria,4718.0,419000.0,593169.453125
Moorabbin,11A Barbara St,4,h,VB,McGrath,3/12/2016,14.6,3189.0,4.0,3.0,2.0,443.0,4.0,,Kingston,-37.9371,145.0578,Southern Metropolitan,2555.0,930000.0,963875.78125
Templestowe Lower,41 Dellfield Dr,4,h,S,Barry,3/12/2016,13.8,3107.0,4.0,2.0,4.0,673.0,170.0,1972.0,Manningham,-37.7647,145.1246,Eastern Metropolitan,5420.0,1165000.0,1149478.203125
Eaglemont,61 Glenard Dr,4,h,S,Miles,15/10/2016,10.3,3084.0,4.0,3.0,2.0,723.0,290.0,1950.0,Banyule,-37.7615,145.0705,Eastern Metropolitan,1651.0,2050000.0,1996254.34375
Kew,47 Brougham St,3,h,S,Caine,11/02/2017,5.6,3101.0,3.0,2.0,2.0,289.0,,,Boroondara,-37.8048,145.0303,Southern Metropolitan,10331.0,1668000.0,1602498.265625
Brighton East,181 Dendy St,4,h,VB,Biggin,27/05/2017,10.3,3187.0,4.0,3.0,2.0,592.0,,,Bayside,-37.92173,145.01436,Southern Metropolitan,6938.0,2300000.0,2253613.6875
Kensington,28 Pridham St,5,h,S,Rendina,24/09/2016,4.2,3031.0,3.0,1.0,0.0,301.0,,,Melbourne,-37.7896,144.9307,Northern Metropolitan,5263.0,1001000.0,1216678.53125
Hawthorn East,4/2 Myrniong Gr,3,t,S,Jellis,18/06/2016,7.5,3123.0,3.0,2.0,2.0,155.0,,,Boroondara,-37.8397,145.0514,Southern Metropolitan,6482.0,1240000.0,1285165.484375
Carnegie,4 Vine Gr,4,h,S,Gary,10/09/2016,11.4,3163.0,3.0,2.0,2.0,687.0,237.0,1983.0,Glen Eira,-37.8931,145.0479,Southern Metropolitan,7822.0,1830000.0,1789491.140625
Endeavour Hills,18 Struan Av,4,h,SP,O'Brien,15/07/2017,28.5,3802.0,4.0,2.0,2.0,669.0,165.0,1980.0,Casey,-37.96466,145.27006,South-Eastern Metropolitan,8443.0,625000.0,661609.1953125
Hadfield,148 West St,4,h,S,YPA,10/09/2016,12.1,3046.0,4.0,2.0,1.0,462.0,161.0,1970.0,Moreland,-37.7062,144.9387,Northern Metropolitan,2606.0,600500.0,628872.1796875
Yarraville,30 Freame St,4,h,S,Village,22/07/2017,6.3,3013.0,4.0,2.0,2.0,446.0,152.0,1955.0,Maribyrnong,-37.81845,144.87464,Western Metropolitan,6543.0,1407000.0,1267539.40625
Coburg,29 Molesworth St,2,h,SP,Brad,3/09/2016,7.8,3058.0,2.0,1.0,1.0,371.0,93.0,1930.0,Moreland,-37.735,144.9589,Northern Metropolitan,11204.0,850000.0,811877.7890625
Richmond,20 Stillman St,2,h,S,Biggin,18/06/2016,2.6,3121.0,2.0,1.0,2.0,292.0,,,Yarra,-37.8218,145.0089,Northern Metropolitan,14949.0,1430000.0,1264145.078125
Mordialloc,108 Chute St,4,h,S,O'Brien,1/07/2017,21.5,3195.0,4.0,2.0,2.0,893.0,,,Kingston,-37.99991,145.09417,South-Eastern Metropolitan,3650.0,1225000.0,1213441.609375
Oakleigh East,1725 Dandenong Rd,5,h,S,Ray,1/07/2017,12.3,3166.0,5.0,3.0,6.0,774.0,,,Monash,-37.90119,145.1068,Southern Metropolitan,2547.0,1525000.0,1558349.90625
Reservoir,1/173 Edwardes St,2,u,S,Nelson,27/06/2016,11.2,3073.0,2.0,1.0,2.0,115.0,,,Darebin,-37.7156,144.9977,Northern Metropolitan,21650.0,477000.0,495142.75
Surrey Hills,10 Pembroke St,5,h,SA,Woodards,16/09/2017,10.2,3127.0,5.0,2.0,2.0,754.0,270.0,1905.0,,-37.82807,145.10796000000005,Southern Metropolitan,5457.0,2230000.0,2240321.859375
Port Melbourne,702/127 Beach St,2,u,SP,Cayzer,24/09/2016,3.8,3207.0,2.0,1.0,2.0,0.0,,,Port Phillip,-37.8399,144.9287,Southern Metropolitan,8648.0,1252000.0,1194830.875
Ivanhoe,13 Jellicoe St,3,h,VB,Nelson,22/05/2016,7.9,3079.0,3.0,2.0,2.0,834.0,169.0,1950.0,Banyule,-37.7587,145.0426,Eastern Metropolitan,5549.0,1275000.0,1306256.21875
Preston,33 Showers St,4,h,S,Ray,10/12/2016,8.8,3072.0,4.0,1.0,1.0,339.0,,,Darebin,-37.7485,144.998,Northern Metropolitan,14577.0,914000.0,930760.796875
Albion,70 Forrest St,3,h,VB,Sweeney,22/05/2016,13.9,3020.0,3.0,1.0,1.0,697.0,110.0,1928.0,Brimbank,-37.7842,144.8175,Western Metropolitan,2185.0,600000.0,646433.390625
Hawthorn East,2/28 Caroline St,3,t,S,Marshall,4/03/2017,7.5,3123.0,3.0,2.0,2.0,166.0,,1980.0,Boroondara,-37.8293,145.0456,Southern Metropolitan,6482.0,1220000.0,1257756.359375
Ascot Vale,30 Mirams St,4,h,PI,Jellis,27/11/2016,5.9,3032.0,4.0,1.0,4.0,664.0,,,Moonee Valley,-37.7765,144.9132,Western Metropolitan,6567.0,1300000.0,1498269.390625
Northcote,14 Northcote St,2,h,S,Barry,27/06/2016,5.5,3070.0,2.0,1.0,2.0,301.0,100.0,1925.0,Darebin,-37.774,145.0081,Northern Metropolitan,11364.0,1050000.0,1048194.46875
Bulleen,13 Birrarrung Ct,4,h,VB,Barry,24/09/2016,11.8,3105.0,4.0,2.0,2.0,617.0,,1998.0,Manningham,-37.7569,145.0913,Eastern Metropolitan,4480.0,1475000.0,1106536.453125
Campbellfield,7 Keown Ct,3,h,S,YPA,3/12/2016,14.5,3061.0,3.0,1.0,1.0,766.0,,,Hume,-37.6804,144.9664,Northern Metropolitan,1889.0,455000.0,543554.2109375
Ivanhoe,5/125 Locksley Rd,2,u,VB,Fletchers,16/04/2016,7.9,3079.0,2.0,0.0,0.0,0.0,,,Banyule,-37.7662,145.0516,Eastern Metropolitan,5549.0,460000.0,471073.46875
Northcote,338 Separation St,2,t,SP,Nelson,17/09/2016,5.5,3070.0,2.0,1.0,1.0,0.0,109.0,2000.0,Darebin,-37.7711,145.013,Northern Metropolitan,11364.0,701000.0,656760.703125
Malvern,4/30 Finlayson St,1,u,SP,hockingstuart,8/07/2017,5.9,3144.0,1.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.87012,145.03545,Southern Metropolitan,4675.0,338000.0,421616.9765625
Fairfield,150 Gillies St,3,h,VB,Jellis,3/09/2016,5.8,3078.0,3.0,2.0,0.0,327.0,144.0,1910.0,Darebin,-37.7723,145.0179,Northern Metropolitan,2970.0,1250000.0,1282995.3125
Greenvale,13 Ambleside Rd,3,h,PI,YPA,24/06/2017,20.4,3059.0,3.0,2.0,2.0,775.0,,,Hume,-37.64385,144.89221,Northern Metropolitan,4864.0,770000.0,692305.6875
Brunswick East,98 Barkly St,4,h,S,Jellis,10/09/2016,4.5,3057.0,4.0,2.0,1.0,227.0,,,Moreland,-37.7776,144.9726,Northern Metropolitan,5533.0,1900000.0,1259885.578125
Southbank,1605/14 Kavanagh St,2,u,S,Ray,7/05/2016,1.2,3006.0,2.0,2.0,1.0,0.0,100.0,2000.0,Melbourne,-37.8227,144.9664,Southern Metropolitan,8400.0,592500.0,666530.6796875
North Melbourne,11/368 Dryburgh St,1,u,SP,Jellis,27/11/2016,2.3,3051.0,1.0,1.0,1.0,649.0,43.0,1970.0,Melbourne,-37.7971,144.9448,Northern Metropolitan,6821.0,358000.0,512756.0390625
Parkdale,1/168 Beach Rd,4,h,S,Ray,8/07/2017,21.5,3195.0,4.0,2.0,3.0,220.0,213.0,2010.0,Kingston,-38.00205,145.07853,South-Eastern Metropolitan,5087.0,2185000.0,1060383.453125
Reservoir,3 Horton St,3,h,PI,Barry,13/05/2017,11.2,3073.0,3.0,2.0,2.0,567.0,,,Darebin,-37.7236,144.9876,Northern Metropolitan,21650.0,760000.0,894138.75
Brighton,297 New St,4,h,PI,RT,10/12/2016,11.2,3186.0,4.0,3.0,3.0,596.0,,,Bayside,-37.9059,144.9927,Southern Metropolitan,10579.0,2800000.0,2765799.78125
Eltham,5 Souter St,3,h,S,Barry,27/05/2017,18.0,3095.0,3.0,1.0,1.0,654.0,104.0,1985.0,Nillumbik,-37.73209,145.13845,Eastern Metropolitan,6990.0,855000.0,816643.6640625
Reservoir,1 Mendip Rd,3,h,S,RW,27/11/2016,11.2,3073.0,3.0,1.0,4.0,670.0,134.0,1935.0,Darebin,-37.7242,145.0154,Northern Metropolitan,21650.0,1025000.0,1003445.125
Craigieburn,2 Ravenwoods Wy,3,h,S,hockingstuart,16/09/2017,20.6,3064.0,3.0,2.0,2.0,255.0,184.0,2009.0,,-37.59735,144.91118,Northern Metropolitan,15510.0,492000.0,536258.203125
Bentleigh East,40 Waratah St,4,t,PI,Buxton,18/03/2017,13.9,3165.0,4.0,2.0,1.0,450.0,,1940.0,Glen Eira,-37.9133,145.0837,Southern Metropolitan,10969.0,950000.0,1027373.3125
Fairfield,100 Perry St,2,h,S,Nelson,22/08/2016,5.8,3078.0,2.0,1.0,1.0,285.0,,,Darebin,-37.774,145.0244,Northern Metropolitan,2970.0,1010000.0,940592.1328125
Bulleen,41 Estelle St,3,h,PI,Barry,9/09/2017,10.8,3105.0,3.0,2.0,1.0,573.0,161.0,1970.0,,-37.77892,145.09281,Eastern Metropolitan,4480.0,980000.0,1068451.8359375
Preston,34 Showers St,3,h,S,Nelson,3/06/2017,8.4,3072.0,3.0,1.0,1.0,345.0,,1950.0,Darebin,-37.74818,144.99825,Northern Metropolitan,14577.0,970000.0,929787.125
Ascot Vale,1 East St,3,t,S,Nelson,27/11/2016,5.9,3032.0,3.0,2.0,2.0,200.0,144.0,2003.0,Moonee Valley,-37.7766,144.9277,Western Metropolitan,6567.0,1000000.0,898840.5390625
Reservoir,4/65 Thackeray Rd,2,u,S,RW,29/04/2017,11.2,3073.0,2.0,1.0,1.0,110.0,1.0,1960.0,Darebin,-37.7216,145.0099,Northern Metropolitan,21650.0,505000.0,434337.97265625
Essendon,18 Lorraine St,4,h,S,McDonald,25/02/2017,8.0,3040.0,4.0,2.0,3.0,715.0,273.0,1920.0,Moonee Valley,-37.7582,144.9128,Western Metropolitan,9264.0,2355000.0,2315546.171875
Richmond,30 Corsair St,2,h,S,Jellis,29/04/2017,2.6,3121.0,2.0,1.0,0.0,178.0,,,Yarra,-37.8226,145.0064,Northern Metropolitan,14949.0,1210000.0,1144891.8203125
Sunshine North,97 Cumberland St,3,h,S,Douglas,7/05/2016,13.3,3020.0,3.0,1.0,3.0,634.0,,,Brimbank,-37.7667,144.8445,Western Metropolitan,4217.0,600000.0,613431.7421875
Burwood,2/277 Warrigal Rd,2,t,S,Noel,27/05/2017,10.4,3125.0,2.0,1.0,1.0,148.0,,,Whitehorse,-37.84743,145.09657,Southern Metropolitan,5678.0,700000.0,684146.2421875
Blackburn,3/43 The Ridge,2,u,S,Barry,8/07/2017,13.4,3130.0,2.0,1.0,1.0,0.0,55.0,1960.0,Whitehorse,-37.82945,145.15697,Eastern Metropolitan,5713.0,485000.0,495488.7109375
Brunswick West,201 Hope St,2,h,S,Nelson,16/04/2016,5.9,3055.0,2.0,1.0,1.0,177.0,87.0,1910.0,Moreland,-37.7619,144.9412,Northern Metropolitan,7082.0,711000.0,752395.640625
Hampton,3 Smith St,2,h,S,Marshall,18/03/2017,13.7,3188.0,2.0,1.0,2.0,581.0,,,Bayside,-37.9323,145.0225,Southern Metropolitan,5454.0,1465000.0,1199830.40625
Camberwell,3/5 Holly St,3,u,PI,Jellis,14/05/2016,7.8,3124.0,3.0,1.0,1.0,0.0,89.0,1960.0,Boroondara,-37.8255,145.0592,Southern Metropolitan,8920.0,591000.0,847646.1796875
Vermont,1 Bahama Ct,4,h,S,M.J,3/06/2017,17.2,3133.0,4.0,2.0,2.0,600.0,,,Whitehorse,-37.83944,145.18641000000005,Eastern Metropolitan,4181.0,1270000.0,1224803.859375
Pascoe Vale,6 Wicklow St,3,h,S,Brad,13/05/2017,9.9,3044.0,3.0,1.0,2.0,506.0,,,Moreland,-37.7187,144.9433,Northern Metropolitan,7485.0,800000.0,766741.7578125
Essendon North,1/48 Keilor Rd,2,u,SP,Nelson,18/06/2016,9.4,3041.0,2.0,1.0,1.0,0.0,65.0,1960.0,Moonee Valley,-37.7433,144.9074,Western Metropolitan,1308.0,340000.0,348813.94921875
Glenroy,133 Morell St,3,h,SP,Stockdale,3/09/2017,11.2,3046.0,3.0,1.0,3.0,618.0,116.0,1960.0,,-37.69836,144.93891000000005,Northern Metropolitan,8870.0,780000.0,759001.6875
Edithvale,24 Tudor Ct,2,u,S,Ray,27/05/2017,27.0,3196.0,2.0,1.0,2.0,421.0,88.0,1975.0,Kingston,-38.03093,145.11618,South-Eastern Metropolitan,2546.0,612500.0,644517.7734375
Essendon,32 Vanberg Rd,4,h,S,Nelson,4/03/2017,8.0,3040.0,4.0,2.0,1.0,291.0,183.0,1920.0,Moonee Valley,-37.7544,144.9325,Western Metropolitan,9264.0,1670000.0,1500653.4375
Ferntree Gully,3 Kirby Ct,4,h,S,Noel,19/08/2017,24.8,3156.0,4.0,3.0,4.0,793.0,225.0,1980.0,,-37.88793,145.27561,Eastern Metropolitan,10788.0,875000.0,879482.5234375
Ormond,7/30 Walsh St,1,u,VB,Ray,4/02/2016,11.8,3204.0,1.0,1.0,1.0,0.0,36.0,1960.0,Glen Eira,-37.9028,145.0475,Southern Metropolitan,3578.0,250000.0,389238.2890625
Templestowe Lower,16 Benambra Dr,3,h,S,hockingstuart,26/08/2017,12.4,3107.0,3.0,1.0,1.0,723.0,,,,-37.76684,145.11309,Eastern Metropolitan,5420.0,1190000.0,1166488.078125
Richmond,37 Spencer Pl,3,t,VB,Jellis,16/09/2017,2.4,3121.0,3.0,2.0,2.0,72.0,145.0,2011.0,,-37.81937,145.00146,Northern Metropolitan,14949.0,1500000.0,1315800.390625
Moonee Ponds,5/3 Lennox St,2,u,VB,Nelson,10/09/2016,6.9,3039.0,2.0,1.0,1.0,0.0,82.0,1950.0,Moonee Valley,-37.7701,144.9079,Western Metropolitan,6232.0,420000.0,455866.578125
Doncaster East,31 Cavalier St,3,h,S,Barry,27/05/2017,14.3,3109.0,3.0,2.0,2.0,695.0,130.52,1960.0,Manningham,-37.78541,145.15493,Eastern Metropolitan,10999.0,1451000.0,1413089.484375
Seddon,1/26 emma St,2,t,SP,Greg,14/05/2016,6.6,3011.0,2.0,1.0,1.0,126.0,127.0,2011.0,Maribyrnong,-37.8045,144.8898,Western Metropolitan,2417.0,720000.0,634761.12109375
