Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Actual,Predicted
Westmeadows,9 Black St,3,h,S,Red,26/08/2017,16.5,3049.0,3.0,2.0,2.0,256.0,,,,-37.67917,144.8939,Northern Metropolitan,2474.0,582000.0,571903.0078125
Reservoir,15 George St,3,h,S,Barry,8/10/2016,11.2,3073.0,3.0,1.0,2.0,570.0,,1950.0,Darebin,-37.718,144.9999,Northern Metropolitan,21650.0,800000.0,795606.953125
Moonee Ponds,53 Moore St,4,h,SP,Biggin,26/08/2017,6.2,3039.0,4.0,1.0,1.0,449.0,129.0,1910.0,,-37.77081,144.92074,Western Metropolitan,6232.0,1305000.0,1423558.71875
Port Melbourne,25 Barak Rd,3,h,VB,Marshall,12/08/2017,3.5,3207.0,3.0,2.0,3.0,337.0,,,Port Phillip,-37.83802,144.92442,Southern Metropolitan,8648.0,1900000.0,1956194.25
Glen Iris,115 Tooronga Rd,2,h,SP,Jellis,12/11/2016,9.2,3146.0,2.0,1.0,0.0,251.0,,1910.0,Stonnington,-37.8627,145.0402,Southern Metropolitan,10412.0,1020000.0,1212837.53125
Oak Park,4/13 Sylvester St,2,u,S,Stockdale,8/10/2016,11.5,3046.0,2.0,1.0,1.0,161.0,91.0,2012.0,Moreland,-37.7204,144.9131,Northern Metropolitan,2651.0,522000.0,435495.59375
Rosanna,2/236 Lower Plenty Rd,3,u,VB,Miles,7/05/2016,11.4,3084.0,3.0,1.0,1.0,213.0,112.0,2000.0,Banyule,-37.7386,145.0733,Eastern Metropolitan,3540.0,560000.0,628047.765625
Fawkner,10 Baird St,5,h,VB,hockingstuart,12/08/2017,13.1,3060.0,5.0,3.0,4.0,663.0,,,Moreland,-37.70659000000001,144.97109,Northern Metropolitan,5070.0,900000.0,1077322.8828125
Hawthorn East,38 Caroline St,3,h,S,Jellis,18/06/2016,7.5,3123.0,2.0,1.0,2.0,287.0,,,Boroondara,-37.8292,145.046,Southern Metropolitan,6482.0,1538000.0,1419032.734375
Flemington,8/300 Racecourse Rd,1,u,SP,Nelson,25/02/2017,4.4,3031.0,1.0,1.0,1.0,818.0,50.0,1880.0,Moonee Valley,-37.788,144.9306,Northern Metropolitan,3593.0,395000.0,849528.6875
Sunshine North,9 McLeod St,3,h,S,Douglas,27/05/2017,10.5,3020.0,3.0,1.0,1.0,471.0,121.0,1950.0,Brimbank,-37.76951,144.83309,Western Metropolitan,4217.0,632000.0,642238.75
Fitzroy North,76 Newry St,2,h,S,Nelson,3/09/2016,3.5,3068.0,3.0,1.0,0.0,152.0,,,Yarra,-37.791,144.9809,Northern Metropolitan,6244.0,1116000.0,1122368.46875
Hadfield,24 Talbot St,3,h,S,Stockdale,18/06/2016,12.1,3046.0,4.0,1.0,3.0,593.0,95.0,1965.0,Moreland,-37.7133,144.947,Northern Metropolitan,2606.0,631500.0,703794.3515625
Reservoir,183 Wilson Bvd,4,h,S,Ray,28/08/2016,11.2,3073.0,4.0,1.0,2.0,561.0,134.0,1960.0,Darebin,-37.697,144.9989,Northern Metropolitan,21650.0,680000.0,687348.5078125
Toorak,18/76 Mathoura Rd,1,u,S,Nelson,8/04/2017,4.6,3142.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8428,145.0081,Southern Metropolitan,7217.0,552000.0,423993.453125
Balwyn North,103 Longview Rd,4,h,PI,RT,13/05/2017,9.2,3104.0,4.0,2.0,2.0,627.0,,,Boroondara,-37.7848,145.0788,Southern Metropolitan,7809.0,2000000.0,1924039.609375
Viewbank,159 Graham Rd,3,h,SP,Nelson,22/08/2016,13.8,3084.0,3.0,1.0,2.0,698.0,137.0,1960.0,Banyule,-37.7343,145.0837,Eastern Metropolitan,2698.0,870000.0,913332.15625
Fitzroy,502/69 Victoria St,2,u,S,Nelson,7/05/2016,1.6,3065.0,2.0,1.0,1.0,0.0,,,Yarra,-37.7988,144.9772,Northern Metropolitan,5825.0,692000.0,817098.9609375
Ascot Vale,21A Geddes St,3,h,S,Alexkarbon,19/11/2016,5.9,3032.0,3.0,1.0,2.0,506.0,110.0,1920.0,Moonee Valley,-37.7779,144.9133,Western Metropolitan,6567.0,1037500.0,1000773.90625
Strathmore,69 Lloyd St,4,h,S,Considine,11/02/2017,9.7,3041.0,4.0,2.0,3.0,0.0,297.0,1995.0,Moonee Valley,-37.7354,144.9128,Western Metropolitan,3284.0,1635000.0,1109793.46875
Yallambie,342 Yallambie Rd,4,h,S,Barry,18/03/2017,15.0,3085.0,4.0,2.0,1.0,592.0,,,Banyule,-37.728,145.1017,Northern Metropolitan,1369.0,793000.0,841815.6953125
Northcote,1/75 Gadd St,3,t,S,Jellis,12/11/2016,5.5,3070.0,3.0,3.0,1.0,55.0,,2013.0,Darebin,-37.7626,144.9898,Northern Metropolitan,11364.0,830000.0,1105832.09375
Maribyrnong,3/6 Randall St,3,u,S,Rendina,7/11/2016,8.7,3032.0,3.0,2.0,2.0,202.0,121.0,2006.0,Maribyrnong,-37.768,144.8894,Western Metropolitan,4918.0,662500.0,745071.359375
Brighton,33a Durrant St,2,h,S,Hodges,22/08/2016,11.2,3186.0,2.0,1.0,2.0,411.0,165.0,1910.0,Bayside,-37.9095,145.004,Southern Metropolitan,10579.0,1532000.0,1392844.40625
Craigieburn,27 Kensley Cct,4,h,S,Ray,24/06/2017,20.6,3064.0,4.0,2.0,2.0,479.0,166.0,2009.0,Hume,-37.57005,144.91908999999995,Northern Metropolitan,15510.0,492000.0,560293.7734375
Essendon,7 Hilda St,3,h,S,Paul,26/07/2016,8.0,3040.0,3.0,1.0,0.0,300.0,145.0,1900.0,Moonee Valley,-37.7548,144.9315,Western Metropolitan,9264.0,1150000.0,1148395.5
Newport,1 River St,2,h,S,RT,14/05/2016,8.4,3015.0,1.0,1.0,3.0,574.0,,,Hobsons Bay,-37.8414,144.8922,Western Metropolitan,5498.0,1120000.0,1068608.6328125
Fawkner,13 Lorne St,4,h,S,Eview,23/09/2017,13.1,3060.0,4.0,3.0,2.0,308.0,203.0,2015.0,,-37.7166,144.97665,Northern Metropolitan,5070.0,800000.0,776025.1171875
Armadale,1/42 Adelaide St,2,u,VB,Noel,3/12/2016,6.3,3143.0,2.0,1.0,0.0,861.0,,,Stonnington,-37.8539,145.0284,Southern Metropolitan,4836.0,550000.0,1192515.65625
Ascot Vale,6 McCully St,3,h,S,Nelson,30/07/2016,5.9,3032.0,2.0,1.0,1.0,194.0,,,Moonee Valley,-37.7756,144.921,Western Metropolitan,6567.0,970000.0,785854.90625
Abbotsford,138/56 Nicholson St,3,u,S,Jellis,18/03/2017,2.5,3067.0,3.0,2.0,2.0,4290.0,27.0,,Yarra,-37.8078,144.9965,Northern Metropolitan,4019.0,1090000.0,1217521.59375
Eaglemont,2/12 Ashby Gr,2,u,PI,Nelson,3/06/2017,8.9,3084.0,2.0,1.0,1.0,112.0,93.0,1960.0,Banyule,-37.76689,145.05206,Eastern Metropolitan,1651.0,750000.0,627468.28125
Clayton,6 Harlington St,3,h,S,C21,8/07/2017,16.7,3168.0,3.0,1.0,2.0,615.0,,,Monash,-37.92063,145.11186,South-Eastern Metropolitan,5837.0,1018000.0,988041.625
Deer Park,37 Lee St,3,h,S,hockingstuart,9/09/2017,14.8,3023.0,3.0,2.0,2.0,544.0,125.0,1996.0,,-37.7687,144.75833,Western Metropolitan,6388.0,589000.0,576779.171875
Burwood,14 Cumming St,3,h,S,Buxton,8/07/2017,10.4,3125.0,3.0,1.0,2.0,695.0,,,Whitehorse,-37.85126,145.1132,Southern Metropolitan,5678.0,1530000.0,1504978.09375
Carnegie,1/80 Truganini Rd,3,u,S,Woodards,29/07/2017,10.1,3163.0,3.0,2.0,1.0,259.0,115.0,1995.0,Glen Eira,-37.89178,145.0539,Southern Metropolitan,7822.0,1151000.0,1125103.609375
Reservoir,43 Barry St,3,h,S,Love,16/07/2016,11.2,3073.0,3.0,1.0,1.0,497.0,,,Darebin,-37.7096,145.0036,Northern Metropolitan,21650.0,685000.0,657818.890625
Thornbury,140 Dundas St,2,h,S,Love,22/04/2017,6.5,3071.0,2.0,1.0,1.0,502.0,,,Darebin,-37.7541,145.016,Northern Metropolitan,8870.0,915000.0,911025.0546875
South Yarra,14/85 Caroline St,1,u,S,hockingstuart,18/06/2016,3.3,3141.0,1.0,1.0,1.0,0.0,45.0,1960.0,Stonnington,-37.8355,144.9884,Southern Metropolitan,14887.0,400000.0,516362.86328125
Yarraville,1/11 Goulburn St,2,h,S,Village,4/03/2017,7.0,3013.0,2.0,2.0,1.0,159.0,,,Maribyrnong,-37.8154,144.8917,Western Metropolitan,6543.0,960000.0,763769.609375
Reservoir,24 Daleglen St,1,h,SP,Harcourts,8/07/2017,12.0,3073.0,1.0,1.0,1.0,168.0,63.0,1950.0,Darebin,-37.69828,145.02184,Northern Metropolitan,21650.0,351000.0,325143.99609375
Hampton,4/8 Willis St,2,t,SP,Buxton,13/05/2017,13.7,3188.0,2.0,2.0,1.0,516.0,92.0,2007.0,Bayside,-37.9365,145.0008,Southern Metropolitan,5454.0,837000.0,1167927.7109375
Camberwell,3/575 Burke Rd,3,t,VB,Fletchers,10/12/2016,7.8,3124.0,3.0,2.0,2.0,232.0,,,Boroondara,-37.842,145.0542,Southern Metropolitan,8920.0,1250000.0,1430810.40625
Port Melbourne,405/1 Danks St W,1,u,SP,LITTLE,22/08/2016,3.8,3207.0,1.0,1.0,1.0,0.0,62.0,2000.0,Port Phillip,-37.8436,144.944,Southern Metropolitan,8648.0,470000.0,507058.01953125
Ascot Vale,132 The Parade,3,h,S,Brad,3/09/2017,4.3,3032.0,3.0,1.0,,245.0,91.0,1945.0,,-37.77215,144.91144,Western Metropolitan,6567.0,985000.0,1127893.453125
South Yarra,37 Grosvenor St,3,h,S,hockingstuart,18/06/2016,3.3,3141.0,3.0,1.0,1.0,211.0,18.0,1906.0,Stonnington,-37.8442,144.9928,Southern Metropolitan,14887.0,1810000.0,1428023.0078125
Reservoir,13 Whitby St,3,h,S,hockingstuart,19/11/2016,11.2,3073.0,3.0,1.0,2.0,561.0,96.0,1950.0,Darebin,-37.7098,145.0031,Northern Metropolitan,21650.0,767000.0,685660.2109375
Newport,102 Market St,3,h,VB,Williams,22/07/2017,6.2,3015.0,3.0,2.0,3.0,449.0,154.3,1940.0,Hobsons Bay,-37.84769,144.87667,Western Metropolitan,5498.0,1100000.0,1207020.1875
Pascoe Vale,58 Cumberland Rd,2,h,SP,hockingstuart,27/11/2016,9.9,3044.0,2.0,1.0,1.0,428.0,,,Moreland,-37.7333,144.9384,Northern Metropolitan,7485.0,720000.0,820606.0859375
South Yarra,407/800 Chapel St,1,u,S,hockingstuart,6/05/2017,3.3,3141.0,1.0,1.0,1.0,0.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0,537000.0,485498.9765625
Surrey Hills,2/215 Mont Albert Rd,2,t,S,Jellis,17/09/2016,11.2,3127.0,1.0,2.0,1.0,88.0,92.0,1997.0,Boroondara,-37.819,145.0888,Southern Metropolitan,5457.0,770500.0,830510.1015625
Strathmore,8 Woodland St,3,h,S,Considine,10/09/2016,9.7,3041.0,3.0,2.0,2.0,1781.0,,,Moonee Valley,-37.7439,144.9331,Western Metropolitan,3284.0,1200000.0,1386901.515625
Croydon,20 Glenora Av,2,h,VB,McGrath,29/07/2017,23.0,3136.0,2.0,1.0,2.0,1800.0,,,Maroondah,-37.79578,145.27461,Eastern Metropolitan,11925.0,1150000.0,738187.59375
Dandenong,18 Bulong St,3,h,S,C21,3/09/2017,24.7,3175.0,3.0,1.0,1.0,372.0,,,,-37.98383,145.20342,South-Eastern Metropolitan,10894.0,500000.0,549513.5390625
Northcote,198 Victoria Rd,2,h,PI,LITTLE,20/05/2017,5.5,3070.0,2.0,1.0,1.0,326.0,,,Darebin,-37.7681,145.0119,Northern Metropolitan,11364.0,970000.0,1035385.359375
Reservoir,6 Rodman St,3,h,S,Barry,19/11/2016,11.2,3073.0,3.0,1.0,2.0,950.0,121.0,1960.0,Darebin,-37.7022,145.0078,Northern Metropolitan,21650.0,905000.0,761146.8671875
Doncaster,5 Robin Ct,4,h,S,Barry,25/02/2017,13.9,3108.0,4.0,3.0,3.0,586.0,306.0,2002.0,Manningham,-37.7739,145.1287,Eastern Metropolitan,9028.0,1782000.0,1590881.265625
Reservoir,18 Elizabeth Ct,3,h,S,Barry,17/09/2016,11.2,3073.0,3.0,2.0,1.0,618.0,149.0,1965.0,Darebin,-37.6989,145.0212,Northern Metropolitan,21650.0,668000.0,783907.140625
Oakleigh South,28 Devoy St,3,h,S,Buxton,26/07/2016,14.7,3167.0,3.0,1.0,1.0,774.0,107.0,1950.0,Monash,-37.9178,145.0872,South-Eastern Metropolitan,3692.0,1260500.0,1231365.609375
Southbank,308/18 Kavanagh St,1,u,S,Greg,11/02/2017,1.2,3006.0,1.0,1.0,0.0,760.0,70.0,2007.0,Melbourne,-37.8228,144.9661,Southern Metropolitan,8400.0,455000.0,526925.703125
Rosanna,4/37 Grandview Gr,3,u,S,Miles,25/02/2017,11.4,3084.0,3.0,1.0,2.0,239.0,,,Banyule,-37.7417,145.061,Eastern Metropolitan,3540.0,780000.0,748759.84375
Altona North,24 Hansen St,3,h,S,hockingstuart,22/08/2016,11.1,3025.0,3.0,2.0,1.0,590.0,160.0,1950.0,Hobsons Bay,-37.8382,144.8649,Western Metropolitan,5132.0,931000.0,797990.875
Elwood,1/48 Ormond Rd,2,u,S,McGrath,13/08/2016,7.7,3184.0,2.0,1.0,2.0,0.0,,2003.0,Port Phillip,-37.8844,144.9855,Southern Metropolitan,8989.0,1015000.0,845195.46875
Brighton East,7 Billson St,5,h,S,Marshall,13/05/2017,10.7,3187.0,5.0,2.0,2.0,780.0,206.0,1950.0,Bayside,-37.9173,145.0142,Southern Metropolitan,6938.0,2140000.0,2391752.3125
Yarraville,5 Hood St,2,h,VB,Village,4/03/2017,7.0,3013.0,2.0,1.0,1.0,220.0,105.0,1910.0,Maribyrnong,-37.8115,144.8875,Western Metropolitan,6543.0,1000000.0,876849.3828125
Maidstone,19 Norfolk St,2,h,S,Jas,3/12/2016,9.2,3012.0,2.0,1.0,0.0,163.0,69.0,1920.0,Maribyrnong,-37.789,144.8813,Western Metropolitan,3873.0,711000.0,695525.171875
North Melbourne,19/49 Haines St,2,u,PI,Woodards,12/08/2017,1.8,3051.0,2.0,1.0,1.0,1618.0,,,Melbourne,-37.79878,144.94746999999995,Northern Metropolitan,6821.0,525000.0,717748.2578125
Werribee,32 Hooker Rd,3,h,S,hockingstuart,23/09/2017,14.7,3030.0,3.0,2.0,1.0,517.0,115.0,1985.0,,-37.89423,144.64131,Western Metropolitan,16166.0,515000.0,514335.8125
Abbotsford,124 Yarra St,3,h,S,Nelson,7/05/2016,2.5,3067.0,4.0,2.0,0.0,245.0,210.0,1910.0,Yarra,-37.8024,144.9993,Northern Metropolitan,4019.0,1876000.0,1763901.578125
Port Melbourne,14/200 Bay St,1,u,VB,Greg,28/05/2016,3.8,3207.0,1.0,1.0,1.0,0.0,64.0,2000.0,Melbourne,-37.8392,144.9421,Southern Metropolitan,8648.0,400000.0,389316.5859375
Footscray,1/38 Lynch St,1,u,S,Village,6/08/2016,6.4,3011.0,1.0,1.0,0.0,0.0,,1980.0,Maribyrnong,-37.7964,144.9027,Western Metropolitan,7570.0,357000.0,369799.4296875
Coburg North,203b Elizabeth St,2,t,S,Ray,23/04/2016,9.2,3058.0,2.0,2.0,2.0,186.0,,,Moreland,-37.7263,144.9843,Northern Metropolitan,3445.0,570000.0,625121.2578125
Mount Waverley,30 Howell Dr,3,h,S,Ray,24/06/2017,14.2,3149.0,3.0,1.0,1.0,722.0,,,Monash,-37.88849,145.12795,Eastern Metropolitan,13366.0,1250000.0,1355670.375
Maribyrnong,104 Gatehouse Pl,2,u,SP,Biggin,7/05/2016,8.7,3032.0,2.0,1.0,2.0,5661.0,103.0,1940.0,Maribyrnong,-37.773,144.8806,Western Metropolitan,4918.0,420000.0,691426.48046875
Hadfield,72 Middle St,3,h,S,Brad,12/11/2016,12.1,3046.0,3.0,1.0,3.0,539.0,,1960.0,Moreland,-37.7098,144.9446,Northern Metropolitan,2606.0,721000.0,719195.15625
Oakleigh South,4 Dalgan St,4,h,S,Buxton,13/05/2017,14.7,3167.0,4.0,2.0,4.0,590.0,161.0,1950.0,Monash,-37.9316,145.0821,South-Eastern Metropolitan,3692.0,1410000.0,1037135.578125
Newport,75 Oakbank St,2,h,S,Williams,17/09/2016,8.4,3015.0,2.0,1.0,0.0,301.0,380.0,,Hobsons Bay,-37.8472,144.8907,Western Metropolitan,5498.0,922000.0,997425.859375
St Kilda,91 Spenser St,4,h,S,Frank,4/03/2017,6.1,3182.0,4.0,1.0,1.0,300.0,,,Port Phillip,-37.8725,144.97899999999996,Southern Metropolitan,13240.0,2455000.0,1665150.8125
Parkdale,3 Surf St,3,h,SP,Obrien,27/05/2017,21.5,3195.0,3.0,1.0,2.0,545.0,145.0,1950.0,Kingston,-37.99827,145.07497,South-Eastern Metropolitan,5087.0,1415000.0,1027635.9375
Southbank,6/77 Dodds St,4,u,S,Ray,7/05/2016,1.2,3006.0,4.0,3.0,1.0,0.0,172.0,1995.0,Melbourne,-37.8267,144.9687,Southern Metropolitan,8400.0,990000.0,1599883.0
Oak Park,24 Vincent St,4,h,SA,Nelson,3/06/2017,11.2,3046.0,4.0,2.0,2.0,697.0,189.0,1960.0,Moreland,-37.72001,144.91683,Northern Metropolitan,2651.0,1138000.0,1109265.8125
Brunswick East,15 Ethel St,2,h,S,Nelson,22/05/2016,4.5,3057.0,2.0,1.0,1.0,148.0,,,Moreland,-37.7722,144.9751,Northern Metropolitan,5533.0,957000.0,734743.296875
Port Melbourne,95 Station St,2,h,S,Marshall,18/03/2017,3.8,3207.0,2.0,1.0,0.0,82.0,90.0,1910.0,Port Phillip,-37.8361,144.9403,Southern Metropolitan,8648.0,1150000.0,1122913.71875
Narre Warren,12 Emily Dr,4,h,S,Harcourts,16/09/2017,34.1,3805.0,4.0,2.0,2.0,846.0,174.0,1996.0,,-38.00626,145.29079,South-Eastern Metropolitan,9376.0,792500.0,661744.1953125
Broadmeadows,5 Evans Ct,3,h,S,YPA,29/07/2017,14.0,3047.0,3.0,1.0,1.0,677.0,,,Hume,-37.69265,144.92653,Northern Metropolitan,4294.0,586000.0,750405.9296875
Brunswick West,8/48 Passfield St,1,u,PI,Walshe,22/08/2016,5.9,3055.0,1.0,1.0,1.0,0.0,45.0,1970.0,Moreland,-37.7675,144.939,Northern Metropolitan,7082.0,285000.0,336770.0390625
Ringwood North,12 The Summit,4,h,S,Noel,27/05/2017,19.9,3134.0,4.0,2.0,2.0,798.0,,,Maroondah,-37.79395,145.21878,Eastern Metropolitan,3619.0,1085000.0,1086178.59375
Doncaster,22 Menarra St,3,h,S,Ray,16/04/2016,13.9,3108.0,3.0,1.0,1.0,658.0,140.0,1960.0,Manningham,-37.7816,145.1066,Eastern Metropolitan,9028.0,1190000.0,1044854.921875
Coburg,9 Sargood St,2,h,S,Nelson,27/06/2016,7.8,3058.0,2.0,1.0,0.0,167.0,,,Moreland,-37.7477,144.9647,Northern Metropolitan,11204.0,642000.0,667576.703125
Broadmeadows,87 Academy Dr,3,h,SP,YPA,27/05/2017,14.0,3047.0,3.0,1.0,1.0,546.0,109.0,2000.0,Hume,-37.67411,144.94677,Northern Metropolitan,4294.0,505000.0,479028.3125
Greenvale,7 Murray Ct,5,h,S,Barry,3/06/2017,20.4,3059.0,5.0,3.0,5.0,1750.0,310.0,1990.0,Hume,-37.65439,144.89113,Northern Metropolitan,4864.0,1170000.0,1112821.234375
Glenroy,73 Pecham St,3,h,S,Stockdale,27/05/2017,11.2,3046.0,3.0,2.0,6.0,697.0,174.0,1960.0,Moreland,-37.69647,144.9113,Northern Metropolitan,8870.0,963500.0,849354.390625
Heidelberg,4/71 Rosanna Rd,3,t,PI,hockingstuart,6/08/2016,10.6,3084.0,2.0,1.0,2.0,235.0,123.0,1990.0,Banyule,-37.7519,145.0696,Eastern Metropolitan,2890.0,550000.0,579581.3671875
Preston,28 Tynan St,3,h,S,Nelson,8/10/2016,8.8,3072.0,3.0,1.0,2.0,463.0,,,Darebin,-37.7339,144.9897,Northern Metropolitan,14577.0,1000000.0,879800.6328125
Doncaster,1/1 Paul St,2,u,S,Noel,18/06/2016,13.9,3108.0,2.0,1.0,1.0,145.0,,,Manningham,-37.7874,145.1043,Eastern Metropolitan,9028.0,522500.0,741357.6171875
Reservoir,29 Dredge St,3,h,PI,Barry,6/08/2016,11.2,3073.0,3.0,1.0,2.0,543.0,135.0,1965.0,Darebin,-37.6946,144.9962,Northern Metropolitan,21650.0,510000.0,622962.2421875
Jacana,3 Fidge Ct,3,h,S,Woodards,22/05/2016,14.5,3047.0,3.0,1.0,2.0,647.0,173.0,1960.0,Hume,-37.6904,144.9121,Northern Metropolitan,851.0,600000.0,797092.7265625
Sunshine West,14 Myers St,3,h,S,hockingstuart,12/11/2016,13.5,3020.0,3.0,4.0,2.0,482.0,166.0,1955.0,Brimbank,-37.7904,144.8133,Western Metropolitan,6763.0,485000.0,1261151.984375
St Albans,46A Collins St,3,t,S,Ray,17/06/2017,14.0,3021.0,3.0,1.0,1.0,160.0,129.0,2000.0,Brimbank,-37.73915,144.80289,Western Metropolitan,14042.0,460000.0,518488.61328125
Preston,24 Regent St,3,h,SP,Nelson,9/09/2017,8.4,3072.0,3.0,1.0,2.0,465.0,,1930.0,,-37.73027,145.00189,Northern Metropolitan,14577.0,920000.0,982281.5078125
Preston,32 Tyler St,3,h,S,Barry,7/05/2016,8.8,3072.0,4.0,1.0,2.0,591.0,,,Darebin,-37.7333,145.0353,Northern Metropolitan,14577.0,560000.0,818715.1328125
Abbotsford,5/29 Church St,2,u,S,hockingstuart,17/06/2017,3.0,3067.0,2.0,1.0,1.0,601.0,64.0,1970.0,Yarra,-37.80915,145.00066,Northern Metropolitan,4019.0,480000.0,725425.359375
Brighton East,86 Glencairn Av,5,h,S,Buxton,23/09/2017,10.3,3187.0,5.0,3.0,3.0,626.0,,,,-37.92427,145.02003,Southern Metropolitan,6938.0,2750000.0,1844411.375
Toorak,17/34 Mathoura Rd,1,u,S,Jellis,18/06/2016,4.6,3142.0,1.0,1.0,1.0,0.0,35.0,1967.0,Stonnington,-37.8464,145.0074,Southern Metropolitan,7217.0,366000.0,334416.8203125
Carrum Downs,60 Carrington Cr,3,h,S,Harcourts,16/09/2017,34.9,3201.0,3.0,2.0,2.0,673.0,677.0,,,-38.1046,145.19339,South-Eastern Metropolitan,8060.0,578000.0,812735.625
South Yarra,15/2 Gordon Gr,2,u,S,Jellis,17/09/2016,3.3,3141.0,2.0,1.0,2.0,0.0,72.0,1970.0,Stonnington,-37.8336,144.9882,Southern Metropolitan,14887.0,600000.0,932960.515625
Port Melbourne,139 Cruikshank St,3,t,S,Cayzer,16/04/2016,3.8,3207.0,3.0,1.0,2.0,188.0,,,Port Phillip,-37.8371,144.9478,Southern Metropolitan,8648.0,1565000.0,1429904.5625
Preston,34 Grange St,3,h,S,Barry,3/06/2017,8.4,3072.0,3.0,1.0,0.0,357.0,,,Darebin,-37.7377,144.98781,Northern Metropolitan,14577.0,930000.0,904737.8125
Richmond,305/45 York St,1,u,S,hockingstuart,17/09/2016,2.6,3121.0,1.0,1.0,1.0,0.0,,,Yarra,-37.813,144.993,Northern Metropolitan,14949.0,402000.0,550791.72265625
Braybrook,14 Enderby Ct,3,h,S,Douglas,8/07/2017,8.6,3019.0,3.0,1.0,2.0,694.0,110.0,1960.0,Maribyrnong,-37.79382,144.85107,Western Metropolitan,3589.0,797000.0,858122.203125
Brighton East,109 Thomas St,5,h,VB,Buxton,4/06/2016,10.7,3187.0,4.0,3.0,4.0,824.0,235.0,1930.0,Bayside,-37.9091,145.0245,Southern Metropolitan,6938.0,1400000.0,2198374.9375
Hawthorn East,61 Roseberry St,3,h,SP,Marshall,28/05/2016,7.5,3123.0,3.0,2.0,1.0,255.0,115.0,1890.0,Boroondara,-37.8266,145.0493,Southern Metropolitan,6482.0,1625000.0,1480593.734375
North Melbourne,13/49 Haines St,2,u,S,Jas,8/10/2016,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.7988,144.9475,Northern Metropolitan,6821.0,475000.0,715837.21875
Balwyn North,2 Tudor Ct,7,h,PI,Barry,14/05/2016,9.2,3104.0,5.0,3.0,3.0,637.0,529.0,2008.0,Boroondara,-37.7898,145.0967,Southern Metropolitan,7809.0,2600000.0,2080435.171875
Brunswick,11/68 De Carle St,2,u,SP,Jellis,18/06/2016,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1973.0,Moreland,-37.7597,144.9655,Northern Metropolitan,11918.0,435000.0,440423.38671875
Melbourne,901/265 Exhibition St,3,u,S,Greg,15/10/2016,2.8,3000.0,3.0,2.0,1.0,0.0,122.0,1998.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496.0,750000.0,976200.0
Ashburton,55 Fakenham Rd,4,h,S,Buxton,27/05/2017,10.2,3147.0,4.0,1.0,1.0,676.0,,,Boroondara,-37.86223,145.08696,Southern Metropolitan,3052.0,1972500.0,1782162.5
Keilor East,8 Nyah St,3,h,S,Nelson,11/03/2017,12.8,3033.0,3.0,1.0,2.0,610.0,,,Moonee Valley,-37.7359,144.868,Western Metropolitan,5629.0,915000.0,823247.59375
South Kingsville,56b Vernon St,2,t,SP,Williams,28/08/2016,9.1,3015.0,2.0,1.0,1.0,228.0,100.0,2000.0,Hobsons Bay,-37.8317,144.8713,Western Metropolitan,984.0,611000.0,534468.1171875
Ivanhoe,29 Livingstone St,4,h,PI,Nelson,3/06/2017,7.8,3079.0,4.0,1.0,2.0,587.0,,,Banyule,-37.76737,145.03943999999996,Eastern Metropolitan,5549.0,1350000.0,1543416.1875
Maribyrnong,26 Mitchell St,3,h,S,Biggin,14/05/2016,8.7,3032.0,3.0,2.0,2.0,1396.0,175.0,1955.0,Maribyrnong,-37.7833,144.888,Western Metropolitan,4918.0,1072000.0,1116893.03125
Ashburton,63 Dent St,4,h,S,Jellis,25/02/2017,11.0,3147.0,4.0,2.0,4.0,749.0,206.0,1950.0,Boroondara,-37.8669,145.077,Southern Metropolitan,3052.0,1800000.0,2131475.53125
Coburg,34 Soudan St,2,h,S,Nelson,29/07/2017,6.7,3058.0,2.0,1.0,1.0,476.0,97.0,1930.0,Moreland,-37.73883,144.95321,Northern Metropolitan,11204.0,996000.0,901781.0703125
Hadfield,2/126 Middle St,3,t,S,Stockdale,3/06/2017,11.2,3046.0,3.0,2.0,2.0,0.0,139.0,2013.0,Moreland,-37.70903,144.93995,Northern Metropolitan,2606.0,627000.0,613428.8203125
Jacana,29 Hendricks Cr,4,h,S,Stockdale,19/08/2017,14.0,3047.0,4.0,3.0,1.0,693.0,120.0,1980.0,,-37.68196,144.90661,Northern Metropolitan,851.0,650000.0,834479.8125
Hawthorn East,6/787 Burwood Rd,2,u,S,Marshall,29/04/2017,7.5,3123.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8244,145.0517,Southern Metropolitan,6482.0,532000.0,440891.4453125
Coburg,22/129 Harding St,3,t,S,Barry,13/05/2017,7.8,3058.0,3.0,1.0,2.0,120.0,113.76,1990.0,Moreland,-37.7462,144.9795,Northern Metropolitan,11204.0,824000.0,786885.75
Camberwell,89 Radnor St,3,h,S,Jellis,4/06/2016,7.8,3124.0,3.0,2.0,2.0,706.0,164.0,1960.0,Boroondara,-37.8457,145.0611,Southern Metropolitan,8920.0,1987000.0,1937686.625
